capital,funcao,ano,valor_empenhado,valor_pago,taxa_execucao_pct
Prefeitura Municipal de Aracaju - SE,28 - Encargos Especiais,2023,145660827.53,142225382.68,97.6
Prefeitura Municipal de Curitiba - PR,28 - Encargos Especiais,2023,527751028.77,514882954.67,97.6
Prefeitura Municipal de Porto Alegre - RS,28 - Encargos Especiais,2023,540231300.77,525714981.09,97.3
Prefeitura Municipal de Salvador - BA,28 - Encargos Especiais,2023,545977852.95,528081474.47,96.7
Prefeitura Municipal de Rio Branco - AC,28 - Encargos Especiais,2023,45776377.92,44155940.69,96.5
Prefeitura Municipal de João Pessoa - PB,28 - Encargos Especiais,2023,154163221.56,148668699.51,96.4
Prefeitura Municipal de São Luís - MA,28 - Encargos Especiais,2023,227172265.69,218745852.1,96.3
Prefeitura Municipal de Natal - RN,28 - Encargos Especiais,2023,166526292.59,142210696.71,85.4
Prefeitura Municipal de Manaus - AM,01 - Legislativa,2022,202213628.09,202119665.84,100.0
Prefeitura Municipal de Belém - PA,01 - Legislativa,2022,108863592.14,108863592.14,100.0
Prefeitura Municipal de Rio Branco - AC,01 - Legislativa,2022,34376373.56,34376373.56,100.0
Prefeitura Municipal de Teresina - PI,01 - Legislativa,2022,91973754.71,91866427.55,99.9
Prefeitura Municipal de Porto Velho - RO,01 - Legislativa,2022,48486637.37,48406201.25,99.8
Prefeitura Municipal de Cuiabá - MT,01 - Legislativa,2022,65785870.78,65492894.06,99.6
Prefeitura Municipal de João Pessoa - PB,01 - Legislativa,2022,79668294.14,79362645.32,99.6
Prefeitura Municipal de Natal - RN,01 - Legislativa,2022,91697519.79,91059738.79,99.3
Prefeitura Municipal de Aracaju - SE,01 - Legislativa,2022,66200993.02,65554847.35,99.0
Prefeitura Municipal de Boa Vista - RR,01 - Legislativa,2022,52602185.42,51975288.87,98.8
Prefeitura Municipal de Maceió - AL,01 - Legislativa,2022,71541779.16,70681504.55,98.8
Prefeitura Municipal de Recife - PE,01 - Legislativa,2022,179020725.23,176563503.03,98.6
Prefeitura Municipal de Florianópolis - SC,01 - Legislativa,2022,63897060.26,63022929.88,98.6
Prefeitura Municipal de Salvador - BA,01 - Legislativa,2022,220577454.77,216878844.95,98.3
Prefeitura Municipal de Fortaleza - CE,01 - Legislativa,2022,216489469.14,211644913.62,97.8
Prefeitura Municipal de Palmas - TO,01 - Legislativa,2022,46242050.5,45247633.35,97.8
Prefeitura Municipal do Rio de Janeiro - RJ,01 - Legislativa,2022,1000229146.1,976865315.36,97.7
Prefeitura Municipal de Goiânia - GO,01 - Legislativa,2022,171318850.97,166523957.01,97.2
Prefeitura Municipal de Vitória - ES,01 - Legislativa,2022,30121142.04,29239864.89,97.1
Prefeitura Municipal de Curitiba - PR,01 - Legislativa,2022,125725527.03,121068407.07,96.3
Prefeitura Municipal de São Paulo - SP,01 - Legislativa,2022,897296759.15,851558498.0,94.9
Prefeitura Municipal de Porto Alegre - RS,01 - Legislativa,2022,130004894.81,120816878.92,92.9
Prefeitura Municipal de Campo Grande - MS,01 - Legislativa,2022,100216798.73,93003555.3,92.8
Prefeitura Municipal de Belo Horizonte - MG,01 - Legislativa,2022,212657007.43,186356295.46,87.6
Prefeitura Municipal de Macapá - AP,01 - Legislativa,2022,22600829.4,19467225.95,86.1
Prefeitura Municipal de João Pessoa - PB,02 - Judiciária,2022,84949.38,84949.38,100.0
Prefeitura Municipal de Florianópolis - SC,02 - Judiciária,2022,121332161.5,120337801.56,99.2
Prefeitura Municipal de São Paulo - SP,02 - Judiciária,2022,223605619.4,221110162.24,98.9
Prefeitura Municipal de Fortaleza - CE,02 - Judiciária,2022,47128590.4,46605886.34,98.9
Prefeitura Municipal de Porto Alegre - RS,02 - Judiciária,2022,63965242.43,62663090.48,98.0
Prefeitura Municipal de Salvador - BA,02 - Judiciária,2022,57146471.9,55938100.15,97.9
Prefeitura Municipal de Campo Grande - MS,02 - Judiciária,2022,27612276.46,26982118.71,97.7
Prefeitura Municipal do Rio de Janeiro - RJ,02 - Judiciária,2022,189883112.47,172667464.0,90.9
Prefeitura Municipal de Goiânia - GO,03 - Essencial à Justiça,2022,13240257.61,13239479.27,100.0
Prefeitura Municipal de Fortaleza - CE,03 - Essencial à Justiça,2022,765411.06,765411.06,100.0
Prefeitura Municipal de Teresina - PI,03 - Essencial à Justiça,2022,783222.08,782837.72,100.0
Prefeitura Municipal de Recife - PE,03 - Essencial à Justiça,2022,49298313.27,49293084.47,100.0
Prefeitura Municipal de Rio Branco - AC,03 - Essencial à Justiça,2022,15484593.63,15484593.63,100.0
Prefeitura Municipal de Belém - PA,03 - Essencial à Justiça,2022,17941432.77,17941432.77,100.0
Prefeitura Municipal de Natal - RN,03 - Essencial à Justiça,2022,76104451.78,75946290.72,99.8
Prefeitura Municipal de Palmas - TO,03 - Essencial à Justiça,2022,10627046.97,10523389.23,99.0
Prefeitura Municipal de Manaus - AM,03 - Essencial à Justiça,2022,34541771.91,34149921.55,98.9
Prefeitura Municipal de Curitiba - PR,03 - Essencial à Justiça,2022,59484859.96,58753679.92,98.8
Prefeitura Municipal de Vitória - ES,03 - Essencial à Justiça,2022,13012989.7,12024723.85,92.4
Prefeitura Municipal de Belém - PA,04 - Administração,2022,145476744.67,144705798.03,99.5
Prefeitura Municipal de Maceió - AL,04 - Administração,2022,439351621.08,435174884.37,99.0
Prefeitura Municipal de Goiânia - GO,04 - Administração,2022,1329312887.15,1315331044.18,98.9
Prefeitura Municipal de Teresina - PI,04 - Administração,2022,456078805.28,450360161.61,98.7
Prefeitura Municipal de Manaus - AM,04 - Administração,2022,554305658.7,547126293.55,98.7
Prefeitura Municipal de Recife - PE,04 - Administração,2022,400132173.3,391547583.52,97.9
Prefeitura Municipal de Aracaju - SE,04 - Administração,2022,318223737.53,309970371.33,97.4
Prefeitura Municipal de Fortaleza - CE,04 - Administração,2022,776542851.55,755427232.41,97.3
Prefeitura Municipal de Boa Vista - RR,04 - Administração,2022,220870969.03,214193148.52,97.0
Prefeitura Municipal de São Luís - MA,04 - Administração,2022,395535533.67,378369647.34,95.7
Prefeitura Municipal de São Paulo - SP,04 - Administração,2022,2235901705.49,2123915069.48,95.0
Prefeitura Municipal de Salvador - BA,04 - Administração,2022,431354257.34,407103058.09,94.4
Prefeitura Municipal de Campo Grande - MS,04 - Administração,2022,238468320.89,224873688.63,94.3
Prefeitura Municipal de Cuiabá - MT,04 - Administração,2022,530551583.67,499963523.85,94.2
Prefeitura Municipal de Natal - RN,04 - Administração,2022,117585028.19,110072182.76,93.6
Prefeitura Municipal de Florianópolis - SC,04 - Administração,2022,547766491.74,508735180.58,92.9
Prefeitura Municipal de Porto Velho - RO,04 - Administração,2022,474111968.05,435913270.54,91.9
Prefeitura Municipal de Porto Alegre - RS,04 - Administração,2022,549236052.78,504582861.11,91.9
Prefeitura Municipal de Belo Horizonte - MG,04 - Administração,2022,548006239.3,501892286.14,91.6
Prefeitura Municipal de Curitiba - PR,04 - Administração,2022,740591156.33,674956088.85,91.1
Prefeitura Municipal de João Pessoa - PB,04 - Administração,2022,437145141.63,389501036.47,89.1
Prefeitura Municipal de Vitória - ES,04 - Administração,2022,157670601.63,138371497.43,87.8
Prefeitura Municipal de Rio Branco - AC,04 - Administração,2022,138601139.07,120138592.02,86.7
Prefeitura Municipal de Palmas - TO,04 - Administração,2022,118221252.13,102133503.06,86.4
Prefeitura Municipal do Rio de Janeiro - RJ,04 - Administração,2022,1942972963.61,1672656327.31,86.1
Prefeitura Municipal de Macapá - AP,04 - Administração,2022,318475191.1,240146355.31,75.4
Prefeitura Municipal de São Paulo - SP,05 - Defesa Nacional,2022,72256.08,36024.0,49.9
Prefeitura Municipal de Teresina - PI,06 - Segurança Pública,2022,408362.56,408362.56,100.0
Prefeitura Municipal de Recife - PE,06 - Segurança Pública,2022,1935413.14,1935413.14,100.0
Prefeitura Municipal de Belém - PA,06 - Segurança Pública,2022,112106264.59,112106264.59,100.0
Prefeitura Municipal de Belo Horizonte - MG,06 - Segurança Pública,2022,218287665.14,213179788.07,97.7
Prefeitura Municipal de Salvador - BA,06 - Segurança Pública,2022,87953787.83,85577377.22,97.3
Prefeitura Municipal de Manaus - AM,06 - Segurança Pública,2022,27327006.48,26554084.66,97.2
Prefeitura Municipal de Campo Grande - MS,06 - Segurança Pública,2022,66994691.9,64874778.6,96.8
Prefeitura Municipal de Fortaleza - CE,06 - Segurança Pública,2022,274715172.64,265252793.9,96.6
Prefeitura Municipal de João Pessoa - PB,06 - Segurança Pública,2022,31823914.42,30642196.02,96.3
Prefeitura Municipal de Aracaju - SE,06 - Segurança Pública,2022,242878.35,233972.97,96.3
Prefeitura Municipal de Rio Branco - AC,06 - Segurança Pública,2022,4896350.9,4713110.9,96.3
Prefeitura Municipal de Curitiba - PR,06 - Segurança Pública,2022,166053112.98,158495189.19,95.4
Prefeitura Municipal de Natal - RN,06 - Segurança Pública,2022,45558385.46,43207923.0,94.8
Prefeitura Municipal de Boa Vista - RR,06 - Segurança Pública,2022,64182383.69,60819473.98,94.8
Prefeitura Municipal de Cuiabá - MT,06 - Segurança Pública,2022,10095475.14,9495054.22,94.1
Prefeitura Municipal de São Paulo - SP,06 - Segurança Pública,2022,805934314.38,756989178.36,93.9
Prefeitura Municipal de Maceió - AL,06 - Segurança Pública,2022,6867080.54,6328058.76,92.2
Prefeitura Municipal do Rio de Janeiro - RJ,06 - Segurança Pública,2022,651681134.44,595201154.94,91.3
Prefeitura Municipal de Palmas - TO,06 - Segurança Pública,2022,50567117.85,45824876.81,90.6
Prefeitura Municipal de Vitória - ES,06 - Segurança Pública,2022,52303689.63,46578535.16,89.1
Prefeitura Municipal de Porto Alegre - RS,06 - Segurança Pública,2022,66725138.58,59073128.46,88.5
Prefeitura Municipal de Florianópolis - SC,06 - Segurança Pública,2022,65080181.0,56981885.47,87.6
Prefeitura Municipal de Goiânia - GO,06 - Segurança Pública,2022,2231033.6,1443426.59,64.7
Prefeitura Municipal de São Luís - MA,06 - Segurança Pública,2022,2342087.5,1493055.79,63.7
Prefeitura Municipal de Macapá - AP,06 - Segurança Pública,2022,65013933.05,37714690.11,58.0
Prefeitura Municipal do Rio de Janeiro - RJ,07 - Relações Exteriores,2022,95076.36,95076.36,100.0
Prefeitura Municipal de Macapá - AP,07 - Relações Exteriores,2022,1664499.5,1664208.5,100.0
Prefeitura Municipal de São Paulo - SP,07 - Relações Exteriores,2022,3714187.06,2484577.06,66.9
Prefeitura Municipal de Recife - PE,08 - Assistência Social,2022,176770838.31,176295787.28,99.7
Prefeitura Municipal de Teresina - PI,08 - Assistência Social,2022,71466243.11,71097127.51,99.5
Prefeitura Municipal de Belém - PA,08 - Assistência Social,2022,245283109.54,240924707.29,98.2
Prefeitura Municipal de Goiânia - GO,08 - Assistência Social,2022,58793600.74,57010216.66,97.0
Prefeitura Municipal de Fortaleza - CE,08 - Assistência Social,2022,129314797.06,124914370.16,96.6
Prefeitura Municipal de Rio Branco - AC,08 - Assistência Social,2022,34749494.59,33419019.5,96.2
Prefeitura Municipal de Belo Horizonte - MG,08 - Assistência Social,2022,570893374.57,546881511.87,95.8
Prefeitura Municipal de São Paulo - SP,08 - Assistência Social,2022,1862810759.55,1765055058.82,94.8
Prefeitura Municipal de Natal - RN,08 - Assistência Social,2022,85300764.2,80172032.26,94.0
Prefeitura Municipal de João Pessoa - PB,08 - Assistência Social,2022,40981421.16,38497300.63,93.9
Prefeitura Municipal de Campo Grande - MS,08 - Assistência Social,2022,131193650.09,122144376.26,93.1
Prefeitura Municipal de Aracaju - SE,08 - Assistência Social,2022,66601099.94,61918980.89,93.0
Prefeitura Municipal de Curitiba - PR,08 - Assistência Social,2022,239204860.7,220487462.99,92.2
Prefeitura Municipal de Florianópolis - SC,08 - Assistência Social,2022,77874761.07,71004515.82,91.2
Prefeitura Municipal de Palmas - TO,08 - Assistência Social,2022,36287921.92,32979030.35,90.9
Prefeitura Municipal de Manaus - AM,08 - Assistência Social,2022,165866620.96,150737038.98,90.9
Prefeitura Municipal de Salvador - BA,08 - Assistência Social,2022,261809982.76,236927384.01,90.5
Prefeitura Municipal de Porto Alegre - RS,08 - Assistência Social,2022,283009926.76,255496112.96,90.3
Prefeitura Municipal de Vitória - ES,08 - Assistência Social,2022,71506996.21,64399113.93,90.1
Prefeitura Municipal do Rio de Janeiro - RJ,08 - Assistência Social,2022,895344941.73,784741182.46,87.6
Prefeitura Municipal de Maceió - AL,08 - Assistência Social,2022,55819058.26,48612380.35,87.1
Prefeitura Municipal de Boa Vista - RR,08 - Assistência Social,2022,101284428.36,88132688.58,87.0
Prefeitura Municipal de Cuiabá - MT,08 - Assistência Social,2022,84904970.9,73029122.87,86.0
Prefeitura Municipal de São Luís - MA,08 - Assistência Social,2022,61247207.43,49373093.11,80.6
Prefeitura Municipal de Porto Velho - RO,08 - Assistência Social,2022,13226392.63,9868812.86,74.6
Prefeitura Municipal de Macapá - AP,08 - Assistência Social,2022,5984410.04,3044654.74,50.9
Prefeitura Municipal de Curitiba - PR,09 - Previdência Social,2022,1733227735.81,1732968447.72,100.0
Prefeitura Municipal de Aracaju - SE,09 - Previdência Social,2022,357625537.6,357622573.79,100.0
Prefeitura Municipal de Fortaleza - CE,09 - Previdência Social,2022,1268213823.38,1267935942.68,100.0
Prefeitura Municipal de Goiânia - GO,09 - Previdência Social,2022,832165903.95,832142115.73,100.0
Prefeitura Municipal de Recife - PE,09 - Previdência Social,2022,658229904.38,658224154.38,100.0
Prefeitura Municipal de João Pessoa - PB,09 - Previdência Social,2022,345628864.53,345616247.04,100.0
Prefeitura Municipal de Maceió - AL,09 - Previdência Social,2022,375953224.7,375953224.7,100.0
Prefeitura Municipal de Rio Branco - AC,09 - Previdência Social,2022,67903805.58,67875148.69,100.0
Prefeitura Municipal de Porto Velho - RO,09 - Previdência Social,2022,163058043.47,162895174.74,99.9
Prefeitura Municipal de Cuiabá - MT,09 - Previdência Social,2022,370580353.89,370198913.43,99.9
Prefeitura Municipal de Belo Horizonte - MG,09 - Previdência Social,2022,1554430661.73,1552402868.11,99.9
Prefeitura Municipal de Campo Grande - MS,09 - Previdência Social,2022,534785870.3,534442093.31,99.9
Prefeitura Municipal de Salvador - BA,09 - Previdência Social,2022,577643897.53,576844537.67,99.9
Prefeitura Municipal de Vitória - ES,09 - Previdência Social,2022,338706035.66,338207816.83,99.9
Prefeitura Municipal de Natal - RN,09 - Previdência Social,2022,368505989.12,367623702.25,99.8
Prefeitura Municipal de Porto Alegre - RS,09 - Previdência Social,2022,1651217052.0,1648661815.44,99.8
Prefeitura Municipal de Boa Vista - RR,09 - Previdência Social,2022,44158299.85,44026551.52,99.7
Prefeitura Municipal de Teresina - PI,09 - Previdência Social,2022,381627409.48,380359577.46,99.7
Prefeitura Municipal de Manaus - AM,09 - Previdência Social,2022,457598663.81,456350817.23,99.7
Prefeitura Municipal de São Paulo - SP,09 - Previdência Social,2022,12927548122.36,12797977936.31,99.0
Prefeitura Municipal de Belém - PA,09 - Previdência Social,2022,11712584.81,11582317.1,98.9
Prefeitura Municipal de São Luís - MA,09 - Previdência Social,2022,434411480.93,429802865.6,98.9
Prefeitura Municipal de Palmas - TO,09 - Previdência Social,2022,72995860.53,72046955.47,98.7
Prefeitura Municipal de Florianópolis - SC,09 - Previdência Social,2022,372332230.8,349590338.33,93.9
Prefeitura Municipal de Macapá - AP,09 - Previdência Social,2022,83640519.37,77338990.19,92.5
Prefeitura Municipal do Rio de Janeiro - RJ,09 - Previdência Social,2022,5935812930.95,5451029510.36,91.8
Prefeitura Municipal de Belém - PA,10 - Saúde,2022,1155118594.56,1151644116.52,99.7
Prefeitura Municipal de Aracaju - SE,10 - Saúde,2022,558786619.83,550870980.36,98.6
Prefeitura Municipal de Recife - PE,10 - Saúde,2022,1515238196.67,1492590048.1,98.5
Prefeitura Municipal de Maceió - AL,10 - Saúde,2022,872967088.35,858715266.4,98.4
Prefeitura Municipal de Fortaleza - CE,10 - Saúde,2022,2643294187.46,2599248442.68,98.3
Prefeitura Municipal de Porto Velho - RO,10 - Saúde,2022,485525234.41,475834252.89,98.0
Prefeitura Municipal de Goiânia - GO,10 - Saúde,2022,1704201047.01,1664495046.25,97.7
Prefeitura Municipal de Curitiba - PR,10 - Saúde,2022,2405301658.57,2334749902.07,97.1
Prefeitura Municipal de Teresina - PI,10 - Saúde,2022,1420918295.57,1358584998.88,95.6
Prefeitura Municipal de São Paulo - SP,10 - Saúde,2022,17441205209.01,16662263799.57,95.5
Prefeitura Municipal de Salvador - BA,10 - Saúde,2022,2062540212.62,1964709089.54,95.3
Prefeitura Municipal de Manaus - AM,10 - Saúde,2022,1333798732.38,1263130383.06,94.7
Prefeitura Municipal de João Pessoa - PB,10 - Saúde,2022,958756395.7,895135903.83,93.4
Prefeitura Municipal de São Luís - MA,10 - Saúde,2022,1077520263.35,996835253.35,92.5
Prefeitura Municipal de Rio Branco - AC,10 - Saúde,2022,221895298.02,203664176.41,91.8
Prefeitura Municipal de Florianópolis - SC,10 - Saúde,2022,485453764.34,444738602.95,91.6
Prefeitura Municipal de Palmas - TO,10 - Saúde,2022,357869608.89,323742828.82,90.5
Prefeitura Municipal de Cuiabá - MT,10 - Saúde,2022,1169757284.28,1058569444.96,90.5
Prefeitura Municipal de Campo Grande - MS,10 - Saúde,2022,1744076342.12,1568541980.72,89.9
Prefeitura Municipal de Boa Vista - RR,10 - Saúde,2022,364411352.34,327118168.61,89.8
Prefeitura Municipal do Rio de Janeiro - RJ,10 - Saúde,2022,6820512146.29,6114216868.23,89.6
Prefeitura Municipal de Porto Alegre - RS,10 - Saúde,2022,2048597068.71,1826605234.5,89.2
Prefeitura Municipal de Belo Horizonte - MG,10 - Saúde,2022,4667900698.47,4104940181.11,87.9
Prefeitura Municipal de Vitória - ES,10 - Saúde,2022,351742958.13,301219703.84,85.6
Prefeitura Municipal de Natal - RN,10 - Saúde,2022,1133439494.89,955333462.56,84.3
Prefeitura Municipal de Macapá - AP,10 - Saúde,2022,203958405.52,130773275.24,64.1
Prefeitura Municipal de Recife - PE,11 - Trabalho,2022,9600197.47,9600197.47,100.0
Prefeitura Municipal de Belém - PA,11 - Trabalho,2022,3691638.06,3691638.06,100.0
Prefeitura Municipal de João Pessoa - PB,11 - Trabalho,2022,3708268.11,3708268.11,100.0
Prefeitura Municipal de Maceió - AL,11 - Trabalho,2022,394972.49,394972.49,100.0
Prefeitura Municipal de Florianópolis - SC,11 - Trabalho,2022,746323.21,746323.21,100.0
Prefeitura Municipal de Rio Branco - AC,11 - Trabalho,2022,1257952.88,1257952.88,100.0
Prefeitura Municipal de Palmas - TO,11 - Trabalho,2022,1593454.01,1575152.54,98.9
Prefeitura Municipal de Teresina - PI,11 - Trabalho,2022,13746259.07,13327811.54,97.0
Prefeitura Municipal de Salvador - BA,11 - Trabalho,2022,40752580.76,38879479.12,95.4
Prefeitura Municipal de Campo Grande - MS,11 - Trabalho,2022,63621226.75,59029952.56,92.8
Prefeitura Municipal de Aracaju - SE,11 - Trabalho,2022,6283897.48,5827152.38,92.7
Prefeitura Municipal de Fortaleza - CE,11 - Trabalho,2022,22631590.09,20269711.99,89.6
Prefeitura Municipal de São Paulo - SP,11 - Trabalho,2022,223919795.01,200361032.62,89.5
Prefeitura Municipal do Rio de Janeiro - RJ,11 - Trabalho,2022,82198052.75,73458459.48,89.4
Prefeitura Municipal de Manaus - AM,11 - Trabalho,2022,26409894.71,23346092.16,88.4
Prefeitura Municipal de Cuiabá - MT,11 - Trabalho,2022,13565114.08,11802820.61,87.0
Prefeitura Municipal de Belo Horizonte - MG,11 - Trabalho,2022,2012153.83,1433081.36,71.2
Prefeitura Municipal de Curitiba - PR,11 - Trabalho,2022,2954869.98,1710847.74,57.9
Prefeitura Municipal de Porto Velho - RO,11 - Trabalho,2022,22153.69,9017.65,40.7
Prefeitura Municipal de Porto Alegre - RS,11 - Trabalho,2022,187310.0,75100.0,40.1
Prefeitura Municipal de Salvador - BA,12 - Educação,2022,1734723617.93,1728872239.79,99.7
Prefeitura Municipal de Goiânia - GO,12 - Educação,2022,1465515726.11,1440383556.98,98.3
Prefeitura Municipal de Fortaleza - CE,12 - Educação,2022,2343161777.89,2271456183.52,96.9
Prefeitura Municipal de Palmas - TO,12 - Educação,2022,491885146.21,475408387.67,96.7
Prefeitura Municipal de Boa Vista - RR,12 - Educação,2022,528459718.53,507232311.82,96.0
Prefeitura Municipal de Porto Velho - RO,12 - Educação,2022,458235042.34,437082584.12,95.4
Prefeitura Municipal de Aracaju - SE,12 - Educação,2022,362614920.14,344736265.71,95.1
Prefeitura Municipal de Maceió - AL,12 - Educação,2022,768448799.82,724440479.18,94.3
Prefeitura Municipal de Cuiabá - MT,12 - Educação,2022,687629550.45,644317163.49,93.7
Prefeitura Municipal de Florianópolis - SC,12 - Educação,2022,705744792.5,655133268.56,92.8
Prefeitura Municipal de Manaus - AM,12 - Educação,2022,2047572463.66,1887728390.46,92.2
Prefeitura Municipal de Vitória - ES,12 - Educação,2022,595787272.98,545905917.6,91.6
Prefeitura Municipal de Teresina - PI,12 - Educação,2022,756300444.04,689552933.84,91.2
Prefeitura Municipal de Rio Branco - AC,12 - Educação,2022,247776994.71,220856854.14,89.1
Prefeitura Municipal de Recife - PE,12 - Educação,2022,1307875116.85,1165380379.25,89.1
Prefeitura Municipal do Rio de Janeiro - RJ,12 - Educação,2022,5867021228.97,5191430445.43,88.5
Prefeitura Municipal de Porto Alegre - RS,12 - Educação,2022,1017673239.92,890085607.83,87.5
Prefeitura Municipal de Belém - PA,12 - Educação,2022,763595706.49,660443013.39,86.5
Prefeitura Municipal de Curitiba - PR,12 - Educação,2022,1901483833.14,1626217597.89,85.5
Prefeitura Municipal de Campo Grande - MS,12 - Educação,2022,1187934114.22,974380544.83,82.0
Prefeitura Municipal de Belo Horizonte - MG,12 - Educação,2022,2785316474.7,2206037188.28,79.2
Prefeitura Municipal de João Pessoa - PB,12 - Educação,2022,697887412.13,552489772.27,79.2
Prefeitura Municipal de São Paulo - SP,12 - Educação,2022,20756406439.41,16061563990.7,77.4
Prefeitura Municipal de Natal - RN,12 - Educação,2022,577844398.48,445628519.75,77.1
Prefeitura Municipal de São Luís - MA,12 - Educação,2022,879539792.3,632020359.26,71.9
Prefeitura Municipal de Macapá - AP,12 - Educação,2022,390232112.5,235101678.12,60.2
Prefeitura Municipal de Porto Velho - RO,13 - Cultura,2022,6677885.79,6677885.79,100.0
Prefeitura Municipal de Recife - PE,13 - Cultura,2022,97613497.05,97304092.66,99.7
Prefeitura Municipal de Belém - PA,13 - Cultura,2022,12672281.8,12530966.6,98.9
Prefeitura Municipal de Teresina - PI,13 - Cultura,2022,7960376.24,7758140.0,97.5
Prefeitura Municipal de Curitiba - PR,13 - Cultura,2022,81899073.29,77731822.89,94.9
Prefeitura Municipal de Manaus - AM,13 - Cultura,2022,49787749.28,46450521.73,93.3
Prefeitura Municipal de Cuiabá - MT,13 - Cultura,2022,20772795.61,18879825.79,90.9
Prefeitura Municipal de Rio Branco - AC,13 - Cultura,2022,6727117.67,6102678.31,90.7
Prefeitura Municipal de João Pessoa - PB,13 - Cultura,2022,14117182.1,12782489.96,90.5
Prefeitura Municipal de Belo Horizonte - MG,13 - Cultura,2022,79202474.91,70982435.04,89.6
Prefeitura Municipal de Florianópolis - SC,13 - Cultura,2022,15235014.79,13600735.73,89.3
Prefeitura Municipal de Salvador - BA,13 - Cultura,2022,28137386.38,24905072.9,88.5
Prefeitura Municipal de Aracaju - SE,13 - Cultura,2022,4937863.84,4333629.6,87.8
Prefeitura Municipal de Maceió - AL,13 - Cultura,2022,27950137.63,24006482.43,85.9
Prefeitura Municipal de São Luís - MA,13 - Cultura,2022,38286450.49,32556222.16,85.0
Prefeitura Municipal de Palmas - TO,13 - Cultura,2022,17645221.28,14845506.93,84.1
Prefeitura Municipal de Porto Alegre - RS,13 - Cultura,2022,32852312.13,27111644.04,82.5
Prefeitura Municipal de Boa Vista - RR,13 - Cultura,2022,37320199.63,30430874.89,81.5
Prefeitura Municipal de Fortaleza - CE,13 - Cultura,2022,41558935.52,33588561.05,80.8
Prefeitura Municipal de São Paulo - SP,13 - Cultura,2022,742525928.89,589704285.07,79.4
Prefeitura Municipal de Campo Grande - MS,13 - Cultura,2022,23290465.93,17892461.95,76.8
Prefeitura Municipal do Rio de Janeiro - RJ,13 - Cultura,2022,251227454.67,189040028.42,75.2
Prefeitura Municipal de Vitória - ES,13 - Cultura,2022,12092347.04,8734898.77,72.2
Prefeitura Municipal de Goiânia - GO,13 - Cultura,2022,10825908.35,7211006.91,66.6
Prefeitura Municipal de Macapá - AP,13 - Cultura,2022,17347437.2,11347220.75,65.4
Prefeitura Municipal de Natal - RN,13 - Cultura,2022,45314757.3,26182329.18,57.8
Prefeitura Municipal de Rio Branco - AC,14 - Direitos da Cidadania,2022,441406.17,441406.17,100.0
Prefeitura Municipal de Teresina - PI,14 - Direitos da Cidadania,2022,1549827.1,1549827.1,100.0
Prefeitura Municipal de Recife - PE,14 - Direitos da Cidadania,2022,91090471.32,91039911.58,99.9
Prefeitura Municipal de Aracaju - SE,14 - Direitos da Cidadania,2022,2707292.43,2694500.01,99.5
Prefeitura Municipal de Palmas - TO,14 - Direitos da Cidadania,2022,2438361.3,2390605.86,98.0
Prefeitura Municipal de Manaus - AM,14 - Direitos da Cidadania,2022,21225713.5,20472630.85,96.5
Prefeitura Municipal de Fortaleza - CE,14 - Direitos da Cidadania,2022,46359220.7,43748729.52,94.4
Prefeitura Municipal de Maceió - AL,14 - Direitos da Cidadania,2022,4424591.51,4168056.69,94.2
Prefeitura Municipal de João Pessoa - PB,14 - Direitos da Cidadania,2022,1935717.11,1782032.74,92.1
Prefeitura Municipal de São Luís - MA,14 - Direitos da Cidadania,2022,10797144.75,9840559.89,91.1
Prefeitura Municipal de Florianópolis - SC,14 - Direitos da Cidadania,2022,2632445.27,2389951.66,90.8
Prefeitura Municipal de Belo Horizonte - MG,14 - Direitos da Cidadania,2022,51392327.3,46229437.9,90.0
Prefeitura Municipal de Boa Vista - RR,14 - Direitos da Cidadania,2022,2341032.77,2063628.77,88.2
Prefeitura Municipal de São Paulo - SP,14 - Direitos da Cidadania,2022,302987273.91,243379002.64,80.3
Prefeitura Municipal de Salvador - BA,14 - Direitos da Cidadania,2022,33482004.47,26695925.92,79.7
Prefeitura Municipal de Campo Grande - MS,14 - Direitos da Cidadania,2022,26835676.65,20649468.79,76.9
Prefeitura Municipal de Curitiba - PR,14 - Direitos da Cidadania,2022,1796032.88,1240689.98,69.1
Prefeitura Municipal do Rio de Janeiro - RJ,14 - Direitos da Cidadania,2022,56455864.03,35504804.71,62.9
Prefeitura Municipal de Cuiabá - MT,14 - Direitos da Cidadania,2022,538772.5,330756.18,61.4
Prefeitura Municipal de Porto Alegre - RS,14 - Direitos da Cidadania,2022,6674684.43,4084322.4,61.2
Prefeitura Municipal de Goiânia - GO,14 - Direitos da Cidadania,2022,1186975.9,709739.39,59.8
Prefeitura Municipal de Vitória - ES,14 - Direitos da Cidadania,2022,9778725.11,5017653.34,51.3
Prefeitura Municipal de Macapá - AP,14 - Direitos da Cidadania,2022,1867111.1,942028.42,50.5
Prefeitura Municipal de Aracaju - SE,15 - Urbanismo,2022,114062290.7,112645692.24,98.8
Prefeitura Municipal de Belém - PA,15 - Urbanismo,2022,128103399.49,125654355.59,98.1
Prefeitura Municipal de Recife - PE,15 - Urbanismo,2022,1256599899.57,1210805393.65,96.4
Prefeitura Municipal de Manaus - AM,15 - Urbanismo,2022,1623770880.65,1556486001.29,95.9
Prefeitura Municipal de Salvador - BA,15 - Urbanismo,2022,1830412863.94,1710912114.5,93.5
