capital,funcao,ano,valor_empenhado,valor_pago,taxa_execucao_pct
Prefeitura Municipal de Vitória - ES,04 - Administração,2020,151889871.51,143740568.34,94.6
Prefeitura Municipal de Cuiabá - MT,04 - Administração,2020,539312445.09,509644921.89,94.5
Prefeitura Municipal de Fortaleza - CE,04 - Administração,2020,721115101.35,680882439.14,94.4
Prefeitura Municipal de São Paulo - SP,04 - Administração,2020,1779547672.27,1680700834.39,94.4
Prefeitura Municipal de Natal - RN,04 - Administração,2020,77053246.16,72415969.75,94.0
Prefeitura Municipal de Palmas - TO,04 - Administração,2020,102042693.04,95692533.71,93.8
Prefeitura Municipal de São Luís - MA,04 - Administração,2020,417758083.07,386911518.29,92.6
Prefeitura Municipal de Porto Alegre - RS,04 - Administração,2020,503162224.59,463732437.17,92.2
Prefeitura Municipal de Campo Grande - MS,04 - Administração,2020,177231750.31,162707213.97,91.8
Prefeitura Municipal de Belo Horizonte - MG,04 - Administração,2020,505120261.72,445464967.38,88.2
Prefeitura Municipal do Rio de Janeiro - RJ,04 - Administração,2020,1613487220.76,1390102739.63,86.2
Prefeitura Municipal de São Paulo - SP,05 - Defesa Nacional,2020,82956.17,66037.71,79.6
Prefeitura Municipal de Cuiabá - MT,06 - Segurança Pública,2020,6547383.35,6547383.35,100.0
Prefeitura Municipal de Teresina - PI,06 - Segurança Pública,2020,100270.34,100270.34,100.0
Prefeitura Municipal de Rio Branco - AC,06 - Segurança Pública,2020,3304806.91,3304806.91,100.0
Prefeitura Municipal de Belém - PA,06 - Segurança Pública,2020,80243452.92,80073168.88,99.8
Prefeitura Municipal de Salvador - BA,06 - Segurança Pública,2020,75379313.75,75124802.25,99.7
Prefeitura Municipal de Manaus - AM,06 - Segurança Pública,2020,24281848.37,24220991.03,99.7
Prefeitura Municipal de João Pessoa - PB,06 - Segurança Pública,2020,25266574.95,25056366.34,99.2
Prefeitura Municipal de Natal - RN,06 - Segurança Pública,2020,26417837.89,26191454.0,99.1
Prefeitura Municipal de Boa Vista - RR,06 - Segurança Pública,2020,45880903.25,45262414.48,98.7
Prefeitura Municipal de Palmas - TO,06 - Segurança Pública,2020,42448927.38,41056904.4,96.7
Prefeitura Municipal de Vitória - ES,06 - Segurança Pública,2020,36181173.75,34790825.6,96.2
Prefeitura Municipal de Maceió - AL,06 - Segurança Pública,2020,1163309.14,1111254.14,95.5
Prefeitura Municipal de São Paulo - SP,06 - Segurança Pública,2020,602690751.45,574888648.85,95.4
Prefeitura Municipal de Porto Alegre - RS,06 - Segurança Pública,2020,51061034.22,48548727.65,95.1
Prefeitura Municipal de Fortaleza - CE,06 - Segurança Pública,2020,277244629.13,263340459.99,95.0
Prefeitura Municipal de Goiânia - GO,06 - Segurança Pública,2020,3882409.82,3680659.82,94.8
Prefeitura Municipal de Campo Grande - MS,06 - Segurança Pública,2020,56660523.51,53347912.81,94.2
Prefeitura Municipal de Aracaju - SE,06 - Segurança Pública,2020,2113472.07,1975443.99,93.5
Prefeitura Municipal de Belo Horizonte - MG,06 - Segurança Pública,2020,191397889.44,176312405.86,92.1
Prefeitura Municipal de Florianópolis - SC,06 - Segurança Pública,2020,49619549.01,45579975.91,91.9
Prefeitura Municipal de Curitiba - PR,06 - Segurança Pública,2020,143286106.6,131536123.25,91.8
Prefeitura Municipal de São Luís - MA,06 - Segurança Pública,2020,3959664.44,3429558.15,86.6
Prefeitura Municipal do Rio de Janeiro - RJ,06 - Segurança Pública,2020,576085293.48,493088978.45,85.6
Prefeitura Municipal de Recife - PE,06 - Segurança Pública,2020,3529973.16,3018971.6,85.5
Prefeitura Municipal de Macapá - AP,06 - Segurança Pública,2020,37361.2,28928.0,77.4
Prefeitura Municipal de São Paulo - SP,07 - Relações Exteriores,2020,262148.08,262148.08,100.0
Prefeitura Municipal de Porto Alegre - RS,07 - Relações Exteriores,2020,850378.8,850378.8,100.0
Prefeitura Municipal de Recife - PE,08 - Assistência Social,2020,111382463.6,109688999.38,98.5
Prefeitura Municipal de Goiânia - GO,08 - Assistência Social,2020,57585672.47,56636301.29,98.4
Prefeitura Municipal de Teresina - PI,08 - Assistência Social,2020,75862155.74,73888772.8,97.4
Prefeitura Municipal de Maceió - AL,08 - Assistência Social,2020,57088186.75,55575167.24,97.3
Prefeitura Municipal de João Pessoa - PB,08 - Assistência Social,2020,30484971.06,29492558.25,96.7
Prefeitura Municipal de Salvador - BA,08 - Assistência Social,2020,242794433.33,233441620.31,96.1
Prefeitura Municipal de Rio Branco - AC,08 - Assistência Social,2020,22908000.0,21976380.65,95.9
Prefeitura Municipal de Natal - RN,08 - Assistência Social,2020,64416749.88,61616510.65,95.7
Prefeitura Municipal de Belém - PA,08 - Assistência Social,2020,125257305.28,119249767.38,95.2
Prefeitura Municipal de Florianópolis - SC,08 - Assistência Social,2020,53913464.07,51088783.7,94.8
Prefeitura Municipal de Cuiabá - MT,08 - Assistência Social,2020,63364883.05,59895298.84,94.5
Prefeitura Municipal de São Paulo - SP,08 - Assistência Social,2020,1851364644.0,1731236850.98,93.5
Prefeitura Municipal de Palmas - TO,08 - Assistência Social,2020,25840962.3,24124941.04,93.4
Prefeitura Municipal de Boa Vista - RR,08 - Assistência Social,2020,52061224.96,48291893.59,92.8
Prefeitura Municipal de São Luís - MA,08 - Assistência Social,2020,57462128.5,53014856.52,92.3
Prefeitura Municipal de Aracaju - SE,08 - Assistência Social,2020,56536370.46,52129704.33,92.2
Prefeitura Municipal de Manaus - AM,08 - Assistência Social,2020,112676385.78,103549966.04,91.9
Prefeitura Municipal de Fortaleza - CE,08 - Assistência Social,2020,152547228.07,139491394.2,91.4
Prefeitura Municipal de Campo Grande - MS,08 - Assistência Social,2020,89444110.74,81369164.52,91.0
Prefeitura Municipal de Curitiba - PR,08 - Assistência Social,2020,208250106.71,187337439.24,90.0
Prefeitura Municipal de Porto Alegre - RS,08 - Assistência Social,2020,231928079.63,202309923.87,87.2
Prefeitura Municipal do Rio de Janeiro - RJ,08 - Assistência Social,2020,810764819.54,701290568.37,86.5
Prefeitura Municipal de Vitória - ES,08 - Assistência Social,2020,70113954.08,60347070.31,86.1
Prefeitura Municipal de Belo Horizonte - MG,08 - Assistência Social,2020,494183625.17,380614088.89,77.0
Prefeitura Municipal de Porto Velho - RO,08 - Assistência Social,2020,9845713.55,6073725.39,61.7
Prefeitura Municipal de Macapá - AP,08 - Assistência Social,2020,26257948.89,14045789.81,53.5
Prefeitura Municipal de Recife - PE,09 - Previdência Social,2020,582143683.17,582041882.14,100.0
Prefeitura Municipal de Maceió - AL,09 - Previdência Social,2020,327157876.34,327062048.49,100.0
Prefeitura Municipal de Cuiabá - MT,09 - Previdência Social,2020,274323620.09,274220695.14,100.0
Prefeitura Municipal de Campo Grande - MS,09 - Previdência Social,2020,443684876.4,443652512.06,100.0
Prefeitura Municipal de Salvador - BA,09 - Previdência Social,2020,572644167.77,572193116.63,99.9
Prefeitura Municipal de Porto Velho - RO,09 - Previdência Social,2020,126550236.28,126389785.49,99.9
Prefeitura Municipal de Aracaju - SE,09 - Previdência Social,2020,317858492.45,317686107.57,99.9
Prefeitura Municipal de João Pessoa - PB,09 - Previdência Social,2020,290406313.89,290201894.73,99.9
Prefeitura Municipal de Porto Alegre - RS,09 - Previdência Social,2020,1048458129.43,1047090843.61,99.9
Prefeitura Municipal de Curitiba - PR,09 - Previdência Social,2020,1361756326.04,1361070661.02,99.9
Prefeitura Municipal de Manaus - AM,09 - Previdência Social,2020,357231486.45,356974369.67,99.9
Prefeitura Municipal de Boa Vista - RR,09 - Previdência Social,2020,23977589.25,23919276.07,99.8
Prefeitura Municipal de Fortaleza - CE,09 - Previdência Social,2020,1014363501.61,1011931880.85,99.8
Prefeitura Municipal de Vitória - ES,09 - Previdência Social,2020,283407672.4,282433430.55,99.7
Prefeitura Municipal de Goiânia - GO,09 - Previdência Social,2020,737170025.8,735109103.83,99.7
Prefeitura Municipal de São Luís - MA,09 - Previdência Social,2020,366433504.59,364445550.02,99.5
Prefeitura Municipal de São Paulo - SP,09 - Previdência Social,2020,11164131877.43,11084378978.67,99.3
Prefeitura Municipal de Rio Branco - AC,09 - Previdência Social,2020,45317302.34,44948486.14,99.2
Prefeitura Municipal de Teresina - PI,09 - Previdência Social,2020,319393449.35,316635053.97,99.1
Prefeitura Municipal de Palmas - TO,09 - Previdência Social,2020,45504981.3,44835772.62,98.5
Prefeitura Municipal de Belém - PA,09 - Previdência Social,2020,9536959.62,9088808.53,95.3
Prefeitura Municipal de Florianópolis - SC,09 - Previdência Social,2020,293424982.64,276019710.0,94.1
Prefeitura Municipal de Natal - RN,09 - Previdência Social,2020,305061504.25,282580720.24,92.6
Prefeitura Municipal de Belo Horizonte - MG,09 - Previdência Social,2020,1314358593.33,1203240730.18,91.5
Prefeitura Municipal de Macapá - AP,09 - Previdência Social,2020,60842613.24,51796484.54,85.1
Prefeitura Municipal do Rio de Janeiro - RJ,09 - Previdência Social,2020,5619814770.5,4783922694.07,85.1
Prefeitura Municipal de Recife - PE,10 - Saúde,2020,1548576876.86,1548509060.1,100.0
Prefeitura Municipal de Salvador - BA,10 - Saúde,2020,1838151666.97,1831344817.18,99.6
Prefeitura Municipal de Goiânia - GO,10 - Saúde,2020,1593658478.42,1574700766.69,98.8
Prefeitura Municipal de Maceió - AL,10 - Saúde,2020,792065782.48,781472702.46,98.7
Prefeitura Municipal de Porto Velho - RO,10 - Saúde,2020,394324569.28,381060318.32,96.6
Prefeitura Municipal de Manaus - AM,10 - Saúde,2020,1158660943.21,1116471530.39,96.4
Prefeitura Municipal de Boa Vista - RR,10 - Saúde,2020,256171158.28,245662450.04,95.9
Prefeitura Municipal de Curitiba - PR,10 - Saúde,2020,2106271850.59,2006355075.35,95.3
Prefeitura Municipal de Cuiabá - MT,10 - Saúde,2020,987198390.28,934463486.98,94.7
Prefeitura Municipal de Fortaleza - CE,10 - Saúde,2020,2715320773.4,2568392155.33,94.6
Prefeitura Municipal de Aracaju - SE,10 - Saúde,2020,525842803.89,497640219.21,94.6
Prefeitura Municipal de João Pessoa - PB,10 - Saúde,2020,765849157.28,718428775.96,93.8
Prefeitura Municipal de São Paulo - SP,10 - Saúde,2020,13541988649.31,12682638509.1,93.7
Prefeitura Municipal de Palmas - TO,10 - Saúde,2020,266429496.25,248121213.16,93.1
Prefeitura Municipal de Campo Grande - MS,10 - Saúde,2020,1488563092.03,1379774561.61,92.7
Prefeitura Municipal de Teresina - PI,10 - Saúde,2020,1509702139.54,1397594850.11,92.6
Prefeitura Municipal de Macapá - AP,10 - Saúde,2020,239184042.64,221331730.37,92.5
Prefeitura Municipal de Vitória - ES,10 - Saúde,2020,298040038.19,274827264.84,92.2
Prefeitura Municipal de Rio Branco - AC,10 - Saúde,2020,143243663.45,131686364.81,91.9
Prefeitura Municipal de Belém - PA,10 - Saúde,2020,840110480.76,771170528.21,91.8
Prefeitura Municipal de Porto Alegre - RS,10 - Saúde,2020,1902409803.09,1734765057.12,91.2
Prefeitura Municipal de Florianópolis - SC,10 - Saúde,2020,380609214.28,343313040.28,90.2
Prefeitura Municipal de São Luís - MA,10 - Saúde,2020,974613138.03,864800312.63,88.7
Prefeitura Municipal de Belo Horizonte - MG,10 - Saúde,2020,4151023333.12,3547970522.63,85.5
Prefeitura Municipal do Rio de Janeiro - RJ,10 - Saúde,2020,4908212818.29,4058745095.06,82.7
Prefeitura Municipal de Natal - RN,10 - Saúde,2020,900740101.74,702523986.15,78.0
Prefeitura Municipal de São Luís - MA,11 - Trabalho,2020,16766.63,16766.63,100.0
Prefeitura Municipal de Maceió - AL,11 - Trabalho,2020,378824.82,378824.82,100.0
Prefeitura Municipal de Florianópolis - SC,11 - Trabalho,2020,19270983.89,19270978.89,100.0
Prefeitura Municipal de Palmas - TO,11 - Trabalho,2020,1912774.3,1912774.3,100.0
Prefeitura Municipal de Vitória - ES,11 - Trabalho,2020,432058.24,432058.24,100.0
Prefeitura Municipal de Recife - PE,11 - Trabalho,2020,13259202.49,13216799.07,99.7
Prefeitura Municipal de Belém - PA,11 - Trabalho,2020,15826032.51,15767350.2,99.6
Prefeitura Municipal de Fortaleza - CE,11 - Trabalho,2020,9414275.21,9273037.74,98.5
Prefeitura Municipal de Cuiabá - MT,11 - Trabalho,2020,9663630.58,9423653.48,97.5
Prefeitura Municipal de Manaus - AM,11 - Trabalho,2020,33723904.83,32784837.77,97.2
Prefeitura Municipal de Rio Branco - AC,11 - Trabalho,2020,2098902.29,2033196.29,96.9
Prefeitura Municipal de Aracaju - SE,11 - Trabalho,2020,5016180.71,4821502.32,96.1
Prefeitura Municipal de Belo Horizonte - MG,11 - Trabalho,2020,153497577.0,145662579.43,94.9
Prefeitura Municipal de Salvador - BA,11 - Trabalho,2020,14001445.32,13268121.02,94.8
Prefeitura Municipal de Campo Grande - MS,11 - Trabalho,2020,70245630.11,64005644.55,91.1
Prefeitura Municipal de São Paulo - SP,11 - Trabalho,2020,144161442.97,130830781.16,90.8
Prefeitura Municipal de Curitiba - PR,11 - Trabalho,2020,1385980.97,1240513.07,89.5
Prefeitura Municipal de Porto Alegre - RS,11 - Trabalho,2020,1241927.06,1027473.97,82.7
Prefeitura Municipal do Rio de Janeiro - RJ,11 - Trabalho,2020,19566540.86,15856121.08,81.0
Prefeitura Municipal de Teresina - PI,11 - Trabalho,2020,1521544.32,1072384.97,70.5
Prefeitura Municipal de João Pessoa - PB,11 - Trabalho,2020,183914.13,72441.25,39.4
Prefeitura Municipal de Cuiabá - MT,12 - Educação,2020,447419203.06,447112529.3,99.9
Prefeitura Municipal de Aracaju - SE,12 - Educação,2020,206021361.42,204488782.24,99.3
Prefeitura Municipal de João Pessoa - PB,12 - Educação,2020,422747563.53,418589868.74,99.0
Prefeitura Municipal de Goiânia - GO,12 - Educação,2020,1106815573.27,1087165306.4,98.2
Prefeitura Municipal de Porto Alegre - RS,12 - Educação,2020,1038904196.26,1017667634.17,98.0
Prefeitura Municipal de Boa Vista - RR,12 - Educação,2020,311376865.54,303147173.69,97.4
Prefeitura Municipal de Salvador - BA,12 - Educação,2020,1296472401.49,1262781152.07,97.4
Prefeitura Municipal de Porto Velho - RO,12 - Educação,2020,314619936.84,303112952.44,96.3
Prefeitura Municipal de Fortaleza - CE,12 - Educação,2020,1557283869.91,1498453465.19,96.2
Prefeitura Municipal de Palmas - TO,12 - Educação,2020,319644309.74,307318520.94,96.1
Prefeitura Municipal de Rio Branco - AC,12 - Educação,2020,161214245.99,154710418.93,96.0
Prefeitura Municipal de Teresina - PI,12 - Educação,2020,522747197.86,500685495.96,95.8
Prefeitura Municipal de Vitória - ES,12 - Educação,2020,409084137.07,391997657.91,95.8
Prefeitura Municipal de Campo Grande - MS,12 - Educação,2020,947808193.71,905878868.52,95.6
Prefeitura Municipal de Belém - PA,12 - Educação,2020,360406111.92,342731916.2,95.1
Prefeitura Municipal de Macapá - AP,12 - Educação,2020,208304065.22,197901749.82,95.0
Prefeitura Municipal de Florianópolis - SC,12 - Educação,2020,459314535.91,432586692.02,94.2
Prefeitura Municipal de Manaus - AM,12 - Educação,2020,1516361100.75,1410486823.72,93.0
Prefeitura Municipal de Curitiba - PR,12 - Educação,2020,1305770231.75,1171753365.89,89.7
Prefeitura Municipal de Maceió - AL,12 - Educação,2020,357868315.31,319093839.56,89.2
Prefeitura Municipal de Belo Horizonte - MG,12 - Educação,2020,1871554767.71,1663065196.96,88.9
Prefeitura Municipal de São Luís - MA,12 - Educação,2020,687355505.45,603702117.72,87.8
Prefeitura Municipal de Recife - PE,12 - Educação,2020,937612584.68,809782370.91,86.4
Prefeitura Municipal de Natal - RN,12 - Educação,2020,448559662.78,380175119.98,84.8
Prefeitura Municipal do Rio de Janeiro - RJ,12 - Educação,2020,4841029771.88,4075977184.48,84.2
Prefeitura Municipal de São Paulo - SP,12 - Educação,2020,13525692869.33,10943442786.34,80.9
Prefeitura Municipal de Maceió - AL,13 - Cultura,2020,11220222.12,11220222.12,100.0
Prefeitura Municipal de Rio Branco - AC,13 - Cultura,2020,6832535.8,6713273.25,98.3
Prefeitura Municipal de Recife - PE,13 - Cultura,2020,110206916.93,107853554.66,97.9
Prefeitura Municipal de Porto Velho - RO,13 - Cultura,2020,4577734.52,4460734.52,97.4
Prefeitura Municipal de Teresina - PI,13 - Cultura,2020,4989373.12,4845045.7,97.1
Prefeitura Municipal de Fortaleza - CE,13 - Cultura,2020,135515158.78,130565827.9,96.3
Prefeitura Municipal de João Pessoa - PB,13 - Cultura,2020,6700629.76,6397920.99,95.5
Prefeitura Municipal de Manaus - AM,13 - Cultura,2020,46350414.08,44048410.24,95.0
Prefeitura Municipal de Curitiba - PR,13 - Cultura,2020,73035053.79,69272713.99,94.8
Prefeitura Municipal de Florianópolis - SC,13 - Cultura,2020,11792276.28,11143490.84,94.5
Prefeitura Municipal de Porto Alegre - RS,13 - Cultura,2020,31343695.8,29085737.89,92.8
Prefeitura Municipal de Boa Vista - RR,13 - Cultura,2020,13232260.89,12128535.92,91.7
Prefeitura Municipal do Rio de Janeiro - RJ,13 - Cultura,2020,163538409.51,146987362.95,89.9
Prefeitura Municipal de Salvador - BA,13 - Cultura,2020,27170547.08,24243228.24,89.2
Prefeitura Municipal de Belo Horizonte - MG,13 - Cultura,2020,76026856.52,67442974.35,88.7
Prefeitura Municipal de Natal - RN,13 - Cultura,2020,26529245.37,23229053.11,87.6
Prefeitura Municipal de São Luís - MA,13 - Cultura,2020,66249304.36,57722212.79,87.1
Prefeitura Municipal de Campo Grande - MS,13 - Cultura,2020,23929604.08,20817902.53,87.0
Prefeitura Municipal de Vitória - ES,13 - Cultura,2020,10139417.8,8402265.92,82.9
Prefeitura Municipal de São Paulo - SP,13 - Cultura,2020,651081273.7,512718515.99,78.7
Prefeitura Municipal de Macapá - AP,13 - Cultura,2020,6395439.32,4858158.67,76.0
Prefeitura Municipal de Cuiabá - MT,13 - Cultura,2020,17692537.51,13276390.55,75.0
Prefeitura Municipal de Palmas - TO,13 - Cultura,2020,12007632.89,8806670.97,73.3
Prefeitura Municipal de Aracaju - SE,13 - Cultura,2020,5663429.05,3790878.85,66.9
Prefeitura Municipal de Goiânia - GO,13 - Cultura,2020,10802182.31,5550233.53,51.4
Prefeitura Municipal de Belém - PA,13 - Cultura,2020,17697993.75,7584653.66,42.9
Prefeitura Municipal de Rio Branco - AC,14 - Direitos da Cidadania,2020,795046.33,795046.33,100.0
Prefeitura Municipal de Boa Vista - RR,14 - Direitos da Cidadania,2020,483319.32,483319.32,100.0
Prefeitura Municipal de Porto Velho - RO,14 - Direitos da Cidadania,2020,43621.32,43621.32,100.0
Prefeitura Municipal de São Luís - MA,14 - Direitos da Cidadania,2020,23131167.92,23078316.58,99.8
Prefeitura Municipal de Recife - PE,14 - Direitos da Cidadania,2020,81978292.14,81626618.44,99.6
Prefeitura Municipal de Goiânia - GO,14 - Direitos da Cidadania,2020,1254190.88,1245002.53,99.3
Prefeitura Municipal de João Pessoa - PB,14 - Direitos da Cidadania,2020,477519.29,471325.99,98.7
Prefeitura Municipal de Teresina - PI,14 - Direitos da Cidadania,2020,1067437.99,1045517.23,97.9
Prefeitura Municipal de Manaus - AM,14 - Direitos da Cidadania,2020,9526072.77,9277907.63,97.4
Prefeitura Municipal de Cuiabá - MT,14 - Direitos da Cidadania,2020,1273321.82,1240085.59,97.4
Prefeitura Municipal de Fortaleza - CE,14 - Direitos da Cidadania,2020,43211012.3,42036786.43,97.3
Prefeitura Municipal de Aracaju - SE,14 - Direitos da Cidadania,2020,512053.74,488968.3,95.5
Prefeitura Municipal de Maceió - AL,14 - Direitos da Cidadania,2020,3365257.49,3201556.5,95.1
